,SVD_1,SVD_2,SVD_3,SVD_4,SVD_5,SVD_6,SVD_7,SVD_8,SVD_9,SVD_10,SVD_11,SVD_12,SVD_13,SVD_14,SVD_15,SVD_16,SVD_17,SVD_18,SVD_19,SVD_20,SVD_21,SVD_22,SVD_23,SVD_24,SVD_25
BJ150,165.0608256207178,174.62443079871719,324.54885241828504,487.648459785461,468.44769526774894,-174.2192953632605,-52.78418356027354,450.5868203225762,1285.8483379045153,213.94644486013638,620.9149148739881,-690.9072465295134,-85.61578062306928,82.54911374899922,-772.9994352583226,492.6780705218785,-143.33599936654028,37.48622406021963,-70.26000958229474,355.89350589238245,-329.7427538585096,569.6809568456634,-194.24050495860413,158.67298874833665,44.68264916895786
BJ151,158.64001672486413,162.70341316500947,300.93243409265415,485.3754528679495,500.43504873493,-182.87122550892119,-51.71491176501121,432.64620548005837,1317.6218404974836,215.17642405771193,655.6810299942656,-702.7698639862416,-75.73744864719256,79.90781784547345,-813.8087119950567,527.5473371733672,-111.39132762683313,58.265313535737135,-81.00658877034523,348.66411960803924,-307.5614760392197,714.752708266166,-252.0076869140905,107.65917201301309,53.6297902128009
BJ152,159.46899933236026,153.6791672022148,422.2369655445063,473.3823282603291,482.3096214471612,-144.25544504579923,-56.27606152065519,443.39732195810467,1301.6036242120879,223.43106653817583,627.3929512789027,-673.3692940909475,-64.21784537572941,77.65096150548797,-794.0703357398542,515.0058460092822,-18.812560498454168,30.40363323366977,-65.4325300801501,267.9816084098909,-251.48162744897112,721.7346172845864,-255.2275231962215,61.710351471326796,46.725884063874844
BJ153,159.8052959975881,163.5356523610846,487.6363479348791,431.9507463167221,451.19140810922823,-142.4513868577377,-59.75578042629567,426.92117953067185,1194.170131772903,220.22283142211475,514.5626513185248,-611.6305062850943,-70.85394248703436,75.39936113447574,-686.581443842131,406.1376411263239,-19.6742276513158,40.168269261227955,-95.17534962067698,273.1938992076024,-138.59825311967168,644.3109283578998,-123.89193542375834,170.3288421260511,56.60718829168635
BJ154,165.1558950919238,185.27664968624148,988.916547680768,378.03065035297413,407.1739626555644,-109.22221556226553,-79.3672746088211,411.8341658484649,1202.5967918970055,193.12533883351176,569.8612698773405,-573.0428885060973,-62.9121178297311,47.143623670701636,-686.2105128571228,469.85441266463926,15.630258007847951,61.0214428993999,-50.65574884783104,221.78011358075958,-213.9656013669643,579.5172030269134,-257.82161319695007,103.11080054380294,67.339980951048
BJ155,170.9888293446542,199.63845252611267,1206.1048119355148,388.3035723100814,364.45041275154836,-95.4957744140892,-88.26719985905657,403.2683321057418,1201.7138949826056,198.0630301533475,593.9888395172851,-614.7086839602932,-50.66825977400435,56.33386611728774,-720.9115571198982,486.48711769631194,23.136741962700338,68.7571458538098,-75.09468045127848,267.12283312748724,-225.82106151136247,620.7326250358786,-264.3648793982048,85.80340009149228,89.4962457652878
BJ156,145.35403019821808,182.1605880891535,800.4728285363248,333.66051563371025,369.5202450977513,-114.47600252871739,-54.162674772855596,406.09498716215757,1171.022949299528,211.12491116351563,485.77599666985515,-508.45629220926253,-56.012156548452545,43.42611811715836,-664.9532820752679,443.3549512166597,-76.59379055040199,65.54139668669947,-44.81876859355845,233.16768046940044,-243.32287689782757,618.5376974682302,-237.62142644011377,116.21076347058724,24.43404991991458
BJ157,135.93873545723704,167.34024773221017,603.7790396183052,343.77433021698334,373.69564979953503,-115.21978712175553,-68.17075728674129,399.09584177457975,1178.0603428520853,192.35051705617607,512.890272986422,-499.43756966383046,-79.45325307833538,31.636814509646957,-642.5939501956963,430.675281423218,-82.5841787525975,61.51119931641565,-60.53410756273509,253.32293392465166,-211.09979242928387,586.1592206821676,-237.15262964665854,111.46573734118205,23.449654067525618
BJ158,122.43422808001304,144.7209969216534,320.38109922286156,338.61220316936306,403.4627078774491,-133.3293227560621,-72.74430419633919,398.5025018023979,1180.3106234747872,200.43459610247166,514.4340301227089,-499.51561332577774,-68.08272148615225,38.63407839334486,-658.6928691320093,439.0507843189649,-91.32794147092851,38.98652365945993,-55.43511252075652,256.9206412056542,-232.5509452614991,663.6816932165,-254.64307995993212,116.17156081280798,-8.394083393057288
BJ159,125.17289511283775,149.72566856861744,288.71854212062084,377.9130505042879,419.00738724415277,-149.76594952671238,-106.7851613178949,417.9008308125309,1244.325787697136,202.4551279291476,569.2840014877853,-540.249546274596,-76.70818270346716,39.97178307876688,-697.2016154680252,453.44872630153475,-116.08749392460264,31.357562381362623,-70.91495794064942,283.41530957011486,-222.43996553807486,677.8045484893703,-281.3677901865802,116.72305818214862,12.343109900779636
BJ160,136.55707203371642,153.8473972918607,265.17450510621023,402.30190276464424,418.16625681310944,-91.13862186323252,-94.38416885632589,410.7513368492727,1245.3776711827863,197.89652368903694,580.229691572393,-531.3796146645744,-84.13474828726149,36.54394389618623,-719.6400826711698,482.47798574003986,-73.76004900364013,26.539337463338953,-90.03185346238006,330.5889534602624,-236.15690077043863,698.9207025297619,-274.3060478749769,108.08685741860744,16.764306878785867
BJ161,142.2209369605024,124.21444999264844,104.28117325733776,465.34718406843274,711.7417945770934,-169.40682317361697,-35.50226267229808,317.587397498261,1263.7830948705941,165.74712099643722,473.87079538532873,-127.04635593945905,9.430194794776071,-88.16089499153274,-344.39445076597434,103.99501171097023,46.72065004475275,53.43728603945324,105.62265614905903,-447.5337628178887,225.84689023090792,-720.3669177250775,809.5182068347731,-652.5995490127476,96.33401174715343
BJ162,116.83107071973646,158.10068793240285,290.4647144565258,320.60918956203403,376.1766086710212,-78.02117058917013,-93.27952495805566,371.5650491526214,1149.3855831714068,175.6042022399583,530.5738878102942,-447.01399664152314,-53.02438002267755,26.793023231118287,-654.0946303986802,451.13023649591963,-71.29487342785418,41.568905936045944,-93.94273654656033,332.7197737093635,-215.7146370075945,655.0379398626901,-243.01955308414244,94.58754063762667,8.352947833071365
BJ163,105.36374182386606,139.31073103216073,253.48944426200435,294.5352219763254,358.51363567578767,-69.03889113033316,-90.93461062215225,361.64411078086545,1112.0753148601675,180.0392745779526,513.6289669885031,-464.5649676047458,-61.437995706753206,32.55181651757013,-681.762488084226,474.26893577954826,-80.1690011522786,44.77813316396874,-95.516543621917,342.29276881369776,-239.487319122756,742.7147240091244,-257.43954277704944,67.70787323805524,-2.7106694425543503
BJ164,95.7328219236055,116.80467593250413,219.89940879306855,278.34988861501716,330.4732154999487,-67.44358436343872,-56.813695072514555,346.9338424119185,1075.1835803372717,167.28392964466147,490.35427058012687,-421.5736906898141,-54.160225060777435,27.39143400407394,-651.1756065438009,450.99213853675195,-88.64750073039725,29.641193743934505,-92.14107728294438,319.60163278959453,-224.43029863052269,747.7596446320983,-245.0720436965594,27.515446276244795,-1.277492699927894
BJ165,106.1229573851111,125.7194579940481,223.34808746054728,311.7932065506489,348.7692746083838,-64.3298927821383,-59.488889141061925,365.65461207703817,1126.4630231694184,177.7635066872353,531.5255211434799,-478.1778792963973,-54.204250081074456,42.74931222169329,-722.854771322593,500.3936064022059,-78.70735508604005,25.71502186678483,-107.45482545106809,359.23314462022114,-255.59103694516318,858.2478982280164,-280.91067516261415,4.457188347165585,10.751895285823556
BJ166,100.8252996659518,134.9338126642888,303.5153060932294,278.19078858417896,347.94371924786657,-95.80433063516865,-70.68920627419854,376.13418569804566,1190.0317917412508,181.2459816441466,576.157293499066,-503.7311858746924,-37.98652837411771,42.08623858852234,-724.5359913604553,494.00963699368583,-100.9855836992372,32.24394434859198,-99.09793837985568,342.592322463325,-232.9978212798822,866.2104244763891,-293.6185836969903,5.2578570876193504,-5.9293088976589665
BJ167,101.75954886239585,146.28932573869804,293.2840942673995,264.58048359324346,309.0272260052594,-84.98953212188044,-35.643533260756136,361.21559817431694,1127.5919891835217,175.0741938185385,529.9083111561516,-471.147989743642,-30.815818235450777,45.54593947328253,-708.6152725893697,483.3703302222087,-104.68699889905443,26.421894101399968,-101.53974208945351,344.893187717179,-247.85837080793078,870.0481405638009,-289.2400234104162,-3.4509390051804623,-10.428624888276252
BJ168,95.64295698458712,127.64034887052891,196.79693073291102,243.45028109078464,311.5501562299946,-66.36536939281653,-23.0741764726543,357.4686947554501,1103.9070894864187,170.17123493610526,483.65841926327107,-394.53915583757794,-22.149145439642492,32.78548909070616,-677.4307911569831,472.53393556183744,-99.38071609801712,24.10989443054704,-107.2318425951135,365.929246225962,-261.58381206689853,872.1466547105591,-273.0808621517405,-19.561649511289332,-7.437957588139517
BJ169,87.97117828781866,127.1343735308436,113.73221193124279,185.11759403586328,290.7780263739254,-64.05534553201228,-12.949795735169769,340.8597964177738,1037.4733587316991,170.09455209518254,419.51146844289,-337.66530382369075,-4.880871178168578,32.95915506077336,-676.1843616069962,471.5951653608903,-151.3162804980585,9.402436937829794,-100.69865210343121,370.7280324476789,-292.9005752531603,934.206269923231,-259.1627322945266,-28.54305184323099,-18.805357002948487
BJ170,71.00540627285265,106.89527151026903,92.38391886144213,150.17648324433375,260.5564189980578,-56.160273663942995,1.1297048027809187,322.7053238960361,963.7548073638676,169.41732240660343,347.962671815846,-259.6776379237246,-1.3640816519125034,17.259049142320745,-628.5369981857922,436.49005320863813,-154.94621986308672,-1.814676837738194,-86.30456932312009,340.014494313186,-285.3283403235893,891.5807532110834,-227.56902234602748,-24.97326546133346,-30.80999535589281
BJ171,134.1969723384447,186.47009833665305,278.346381777711,287.2520757585283,309.22428885897676,-51.78631375735405,-12.701564996892854,367.9035923252275,1138.9867653350689,161.90472372853097,486.8389551138657,-364.07346983532756,-37.74851112565134,14.977921181475876,-634.4434002774,433.2867980971322,-115.67711917229205,-3.8511343241246054,-107.56861217554933,381.9137859120524,-244.76121165222963,726.0970036775124,-208.9748658185643,51.65098260416403,-50.292985040371335
BJ172,80.54664829985279,137.00179539227048,203.1173051175347,147.80926812440129,234.0497493637328,-54.789819380836576,-3.592809849255776,311.42145213715696,920.9115623180616,152.02447001399494,306.3630147902994,-201.53112097287465,-0.06563094223453604,10.746278299438906,-543.7885252443482,366.1332564930969,-146.5273356908688,-5.062338797650597,-73.76913971114345,285.9742130024481,-226.41487153083366,706.8637624438966,-164.98971897863157,-11.985981398326219,-23.579016369234676
BJ173,133.9666084730661,198.8497436273588,401.96909712489,271.3339069807605,287.3484808434381,-53.440100975947004,-12.119524983962942,365.5621375758805,1159.7884557034415,167.52353163913057,516.8436405092598,-385.54155216822534,-12.910494716323388,18.315657329723145,-654.645459819841,423.5334895132882,-161.7154379542726,-4.654697914768127,-89.09538377078236,310.51982100580193,-219.1064528236825,746.1728578716285,-213.8536795602408,-34.11663461429388,-9.643540341214537
BJ174,123.7195570065564,201.50437989440894,107.14724708913245,253.87754440815243,303.3639250101955,-69.094227045617,20.881613268562496,365.64102339727003,1124.3405356228577,157.38440594765166,490.72205861308464,-363.7277390712264,9.362614973496973,34.310108565348315,-623.2404901059977,404.66231609926507,-151.63478247133264,-15.019853131749441,-90.82300619885089,298.41381938036636,-204.992730511703,730.7420380337188,-205.64464437385465,-62.11059102386093,-13.948165310314511
BJ175,129.9407268665288,248.03492791985468,191.4743969642611,249.916320070809,300.85457122484814,-52.30252751932186,33.13118720568009,384.53935560449355,1223.3319203706073,187.80591826859404,521.2251615417741,-360.10467212402625,47.3816146953044,34.237580516160506,-749.2603348986511,492.2174096217243,-134.13918898885484,-19.58768302716545,-99.06587933683763,332.69167962586545,-258.62397378986316,927.65102988636,-228.63217927010368,-132.9815683785776,-31.348901673799766
BJ176,2914.624605118656,-778.7878582119464,-26.140329882859998,-552.2010358978397,492.4746101047002,-124.56079933010798,326.86105174460687,1992.1945180019218,-471.19598349351145,-55.6611168674525,-622.033544094662,-223.4724157950695,153.57882428046508,-696.9763232589764,-604.4419079322313,-1151.8293050758496,71.72370562253813,439.72761897576606,-664.0333250760685,810.1798899201906,432.1167837534186,-325.1829603292455,-563.7089989026795,-1009.5980526406317,406.96348367435974
BJ177,190.35888501876067,384.2035430490761,278.4874268858385,302.2650332893586,325.88866077159963,-44.26847573718784,41.62048827954648,405.11141949286844,1308.9223530907402,205.310176912017,616.1022267537013,-514.0128139798351,31.755975797410297,58.841162436818394,-816.5971579583199,531.4857421385187,-117.99502642979081,-17.33873093291107,-116.93109830570866,379.6675113766448,-288.596263972241,994.7592928303371,-270.1120139969154,-133.90656476309843,-36.335873664890286
BJ178,182.62806095840102,210.81007693909916,140.24792222859972,409.0368324766208,433.8724235018169,-109.90785991945766,49.07398168541726,370.77881176261076,1277.722010622445,167.99120431159523,668.5754949363821,-586.0814373970019,-49.54534882285766,47.72840818072073,-639.5417917366816,409.39316404280254,-83.46016773783379,11.934427755389269,-119.24231623132472,360.29124796415516,-193.0562439135245,713.432710241344,-290.8461881350464,43.26690600692106,-8.1334592170283
BJ179,170.53529548768378,205.84312443187213,157.22826555988271,409.16547426604933,461.7088406088896,-126.80403842136998,50.79556327755556,390.26009630212735,1349.7029281105742,179.31554068299238,720.5858353448691,-641.9147892905128,-41.76530264688162,56.8665567202902,-688.1219472656917,440.87814213411144,-72.54633597536868,18.952365442702323,-122.03525447835675,366.8711379018795,-194.63313323817096,753.4409031251797,-318.7125287627076,61.955119700643884,-5.081556506077121
BJ180,157.64220103845292,232.22669488567823,127.80980352382501,410.99868990881146,465.0335785111407,-121.10670668037596,31.859584754505043,434.78948540142835,1452.1957349978186,189.27201037309743,796.7505217662698,-691.4952970735492,-14.290357174584472,61.35491163023331,-797.0666207220703,494.18399814302427,-113.23533037436394,-3.8253585450224263,-133.45808416694527,408.42379739499177,-229.5692835670051,920.3840796769863,-352.2841433712263,16.238848628126945,-49.4416084337034
BJ181,128.6181436856773,168.30667973007783,75.39292694295888,321.98160713528944,423.7382061870969,-89.21102799824723,49.45222721657336,493.5358606059215,1578.7127978337267,262.47738605149243,732.5854171582666,-642.7369347581495,69.2172154852699,100.99628616037171,-1102.7398466252414,730.4731470707476,-178.91280072259275,-46.16970253266783,-157.49972424360507,523.606290709949,-440.99423782968853,1520.4848013012754,-418.02010746063456,-218.9310742738777,-52.0388940998313
BJ182,149.7218521104978,183.80219565325578,58.386365490768505,387.81591423673075,476.4946232654771,-88.04369740063238,60.78656224628562,495.96169432919623,1622.8241807248648,258.3093616715739,799.1653411739867,-715.8470158074534,44.71218346688187,96.94324477345252,-1024.4381152315857,675.9009735430598,-106.31742853881273,-23.83156103018138,-152.0764615818645,471.26036678352483,-343.668213868346,1309.6320639457485,-399.76754828169175,-132.26829966650632,-61.994189765607956
BJ183,140.36527437519013,140.19065926929312,65.95819542480557,413.3489026380461,491.8382436440643,-129.6040707573732,44.017615841840765,595.5401597788212,1933.4376492792746,355.49781253739064,969.8165677385996,-914.3824306840555,184.9669006884308,179.8436817986566,-1549.0819164044133,1001.7672735408026,-190.13656642063194,-116.71430781098032,-199.02880454654408,652.6066707312948,-608.995047226363,2155.1831352007503,-553.4973752909792,-407.98103276682866,-95.31502459160805
BJ184,174.33333996929832,176.85358707880536,79.28956772262666,554.95553890709,618.0042681493809,-127.29038712298637,85.282671670946,511.74901585050793,1799.090980945924,258.8243079654409,981.9884290898182,-892.5212551847485,52.61223331840692,114.15139924156412,-964.3728049647826,604.4111730507638,32.28449139985794,-16.298564415988334,-144.23468953328805,388.57688794115035,-227.86758467001377,1025.2854798293397,-357.31780459033473,-114.27592949542756,-90.04158298370058
BJ185,157.02960939269695,184.68186116906767,56.12702662527171,465.32493484153304,459.64387548151717,-102.09635925671333,80.44117099205032,549.7010859890501,1746.5951392642141,307.9262666849758,786.8175678019641,-616.8486519599377,251.22911793313605,136.28660765030554,-1219.676122218782,726.1263100066824,-111.34113265779135,-165.96858421116468,-121.38095983096632,380.18324356985295,-411.58581141331223,1376.3857120677608,-172.21750120453993,-477.2461958840477,-55.05346918878461
BJ186,176.73074207118876,186.757790653383,65.76256218282646,554.5071694321427,520.0068068795548,-115.37280321513941,98.02489662670864,566.3675568912813,1808.2866968465773,300.8011924155279,870.6332445406215,-710.2698513221018,257.62110860034085,149.97258089014113,-1158.8965511552776,653.3606305375213,-114.8723300916076,-168.82117304952138,-107.76319542121172,304.3234606773368,-320.3893115477345,1135.6637822469581,-108.81573184817053,-449.50034920014986,-40.47373902186043
BJ187,169.50503510401396,193.96478412786448,65.32402499167617,543.0223880009792,516.9422890041959,-130.96945199018896,108.94066934347663,583.879204526895,1851.900199380588,315.84697666656,838.0530849820659,-651.3980082406229,277.235084909777,144.62975397475952,-1185.721112255966,649.2050100304936,-151.99949631002556,-176.8902324788878,-86.59053771411122,269.6127427557501,-338.8176185995231,1124.2228369335578,-63.51467518165099,-477.6630776615815,-33.764094841146274
BJ188,175.35596659838924,192.28203797993544,70.63714404070099,582.1701081773955,559.636375774018,-170.10084495658467,94.13928568770046,603.6474119608272,1939.0106348697825,318.1912671477908,958.1487376743677,-816.4497231027191,255.50996814563248,167.58677037918878,-1208.3499414049961,665.8038086813757,-139.62798201977535,-146.90958870188098,-99.52667000629012,288.6137508243676,-309.03648387535014,1063.69264628106,-127.90151370385462,-402.09351686350396,-35.08685134722612
BJ189,113.2145121889054,4.150893261475573,52.39368616097091,6.9223514546439935,122.50220699733225,-31.817131928663827,42.82698486424266,334.1569892872516,88.86163537391026,251.3885429807389,-786.1075730859005,-361.1723347351603,2.613117948391853,322.71897370831914,-78.50581997713225,-684.9720867074417,16.440300917691886,180.41374813171996,-797.1573654097167,501.64256286172275,2060.5562598970137,1255.6613918916892,1983.9196452138963,1218.296197346551,247.65400006612842
BJ190,175.8146030937426,183.47997414774372,76.91564108946298,519.3935996361894,625.2764708459948,-169.32576483838662,86.69890320339057,552.8949874523386,1850.9913397008117,290.30662941136796,932.3698294815729,-810.1178395700233,150.22530679124884,129.1211551274562,-986.8692646103572,559.199988823645,-115.90631363595892,-61.93026260011138,-83.36644997707485,270.141944881362,-257.7252883233417,919.2581990064587,-240.76165125550645,-166.62277062613043,-39.2083400545376
BJ191,215.3599854442055,153.83851785396868,119.2685830053018,638.6642404870413,823.5898483549637,-319.9460944991029,95.72690931221469,377.3215499673079,1607.5132862618045,170.09551068651555,1047.746562290743,-1006.7074337161337,-3.38362422960797,87.09572779975414,-425.55195676549744,188.60530696355679,-34.704014138551166,103.32079511160923,-68.4954634422801,127.9441106117622,40.467795399796714,175.92482809077475,-238.70620321071272,104.2876573519775,14.442714365515647
BJ192,224.60879105113156,144.69415910714272,121.46953323921596,610.0638148425576,826.0314905034005,-297.39805266322594,163.72071959394427,348.84581406808377,1464.4810452015377,159.20262610831483,904.1644808109106,-882.597778851657,-7.54244370802572,77.74632011022395,-367.57305860216087,183.8135756194121,-28.08886145307308,123.32614680128304,-50.03137827571887,125.92147786907996,-26.205477072153073,244.56331362380521,-227.45891245584087,97.52655005257677,30.542617544183496
TN1C,293.22610002549175,-60.28268257423309,25.207067606106516,-5.640830517794215,236.95854137618517,-88.87985144202604,99.70024612497451,255.9658063469983,-23.614075772003183,61.72282935907026,87.55590386819087,-35.6737886125251,4.85553904529392,-70.89897902893124,45.577962150955294,-91.7237332929816,42.42450934740093,-5.996945339741765,-47.407342001090434,74.90989469228094,22.139385126650605,-25.116937659682282,-62.876594702214184,1.883965195508545,96.33858714520821
TN2A,491.96987254214883,-75.43674752098948,114.37278216762195,258.62776622198214,816.3038846180623,-317.07185601282373,174.73089642355177,-40.32419835866082,514.4757593179411,-174.5845693671642,371.4875866719452,-440.55556700379566,-101.1635649163884,137.8719691835821,630.7183743995951,-425.65076493795027,189.93106346198203,-144.5674300811591,-62.56012499531241,109.65500420458808,71.5546903613788,-68.66045920420811,-222.08727625995058,119.7317462962569,-80.63609442569798
TN2B,285.37139161340684,-10.645492209465257,127.83498040885868,309.8569717131846,893.7237946274979,-327.8367645384862,192.42564710311913,-3.2079140515869016,565.8448797358888,-194.6044783049912,456.98160983661234,-477.99569713193705,-97.7658945833423,118.19712010929544,621.4747974752677,-445.7392220578437,170.87394127842066,-137.77026235698878,-43.07652563528551,69.41106741443173,100.20410714114638,-117.91598966381285,-231.166129800193,172.54945687630652,-130.77704054649794
TN2C,303.20869142569796,-15.3240875045798,130.81656759017895,280.13742349132593,828.6075145252936,-271.4768134558759,162.99337086169538,26.197306367345053,543.0541819808712,-129.17550611448388,389.89768382072884,-457.62698151389367,-82.00828211318147,108.32886760459766,586.4031347218128,-423.39360200642835,320.0106193363954,-171.87663048732907,-54.51482778472324,78.10904602205004,62.39940425618339,-87.51260856220661,-166.6636170219707,101.7255330492616,-89.46883725422568
TN3A,309.4283369582797,-13.17116113171747,128.51005191760953,299.3110963887726,914.7228185391369,-417.6647998800233,242.8031285781454,-7.977359476353833,604.1111964014202,-194.79189388705205,441.63536860173343,-489.9781674646415,-85.19533755444574,143.57887921044534,664.7781174201991,-522.2909739508336,177.3538098627542,-103.48979500679533,-58.061412166645496,102.6184591925644,95.61542091800567,-126.14605413807757,-293.3533416386031,166.52177219595066,-141.17445505207445
TN3B,242.3135095593448,6.753192426647565,142.72129559859482,341.68347134130875,1000.200629797799,-426.1910901925861,261.2370535890028,-39.989094399057116,613.3012916096075,-192.08261211058425,484.62980577634744,-506.73511027597556,-77.95451736336469,118.16429228721171,676.3270732312143,-531.1661748418667,172.98961330931652,-67.9330564621416,-53.27119228730083,93.03341060501634,117.64739383444984,-141.2765297958978,-320.27000378104265,189.31881603535354,-173.04901739195606
TN4A,427.7178106042225,-29.009347972782408,147.47403275115613,388.47249805356296,1204.0113787167481,-443.19466072621367,333.4107322405418,-166.22070879772954,590.708202234685,-205.9139645773501,448.67708173815527,-432.11688539274996,0.0950680763473763,131.80636829779363,713.1464258473111,-406.4878306793575,251.30071103027652,261.9080922752551,-66.69105431117859,125.89506930625325,171.17024088195012,-177.05292096737006,-418.9137118451263,239.16548706953415,-259.55703700408634
TN4B,226.65466610714674,11.373507549364698,141.8824803497925,337.9385523480103,1010.5686236268319,-419.5460231420349,264.1627505554845,-37.76876999877686,615.8260942495882,-190.75991642060333,485.51703251048656,-494.6831296747725,-83.97017823468381,111.59692192324745,667.0384715307205,-530.6320327619806,179.37575851211895,-87.05323865247544,-46.88679889049204,81.47509522973257,113.35387413147323,-150.83527809701158,-317.3374620132636,199.54220354805088,-166.03936053627618
TN4C,264.709966190358,-1.9037275525492643,137.48546809368017,276.995884470305,839.1271401077397,-274.4597072072531,180.96872050592606,18.354277359351897,521.2539708743938,-150.57701907926855,392.8131731441677,-419.7338977124299,-65.19301821392638,98.3471503599599,616.7722247678503,-423.0921400588223,325.2542011911612,-185.80283373956775,-38.58553880479905,68.55178228324655,33.35470549108886,-77.55104680936796,-162.92843064580927,97.7802699795576,-116.40791135518921
TN5A,223.1638281993504,18.134337985314097,142.30854645723775,329.69335519979694,1034.352432875324,-461.2591153581839,304.7136117243712,-19.590064036070597,619.9048971245493,-218.19681204633446,448.41276351987557,-416.97232374944304,-59.85363428642482,109.821719561664,701.7174708102448,-534.0549039846018,133.37900252691568,-55.67797471700155,-43.12494176771656,77.16178545590768,130.23692930808897,-152.9673269505465,-315.45646243336586,198.54932915710538,-219.0123272508295
TN5B,278.0585292345908,-4.639690911800757,131.30156721438274,296.7560554727934,908.6159186142283,-314.383691278672,220.59870565617686,-15.295625753877793,566.4996744333793,-200.75816639562154,453.21407345797775,-458.8497925533777,-57.31317316786952,134.16815966589127,706.5466710046371,-484.833397108756,403.21752515890574,-122.74455462923397,-66.32513727922793,126.23612349352696,80.84890207649977,-107.07223112080115,-250.59589317408245,144.37737803174426,-243.44941149564536
TN6A,335.48747440652767,-6.713199340992223,136.4229920409424,296.9548384759668,910.9616304595384,-328.73788903222624,246.15546184895587,34.45980239234918,574.7560823882417,-232.81381347870163,439.3439287865621,-447.14478463943703,-37.304666553557944,155.72401444520614,794.6540793615698,-546.280305763386,285.244444805053,-221.633541682014,-62.94826245221395,142.41084991908275,57.0693502639292,-109.18361323490191,-242.45494022906078,170.11933459678147,-272.8714384079342
TN6B,276.57839656616073,8.901193698801553,141.52745454242833,294.60840138767355,925.1319824733713,-306.6188001702318,253.03579357460652,-3.2285218184895177,522.4412003966703,-218.41780672655807,397.5392740627009,-397.4972472528312,-30.847632748795846,140.4700780348292,783.1282626506361,-586.6864695324224,269.017456346568,-223.63560631448863,-56.73383253460581,153.88605837239604,9.751670835332694,-71.91323625956076,-231.84780329654265,135.18802272334216,-265.07337143694286
TN6C,259.93949291913464,-3.674229892146257,122.61954510141967,260.2077703761518,787.9603520131582,-242.69459486263244,153.55979639653646,60.99448064918289,542.5660217608539,-151.31883303208414,384.5833876836499,-414.72836715282796,-71.7627506371,105.1933733433765,599.8540518672495,-415.68624934810117,297.4936949827361,-186.26517777486757,-47.89105518008478,71.71795648494056,66.94075995008437,-89.48332998867389,-170.73176068436888,106.21077775596827,-129.54151052614552
TN7A,439.4982354427692,71.23081098295752,186.21989736415864,378.4454643149794,995.9043663107196,-312.38602504869766,222.92457666185743,15.466684959034724,627.0582934335749,-213.91188075523925,492.4354416650595,-497.59641064368316,-27.963028616723413,151.2068783822647,730.635817055408,-473.15753478925143,249.0786331723584,-150.777874962006,-60.55930855614258,139.39614588266,85.53217311165614,-138.9018988982826,-277.58640240809143,234.34108290256492,-292.9954230723674
TN7B,278.62662796424104,5.862401070105538,154.5106159155309,327.5090661256204,1034.1577760672985,-363.23308296552403,299.8758991592563,-108.47388367322154,495.4813337535684,-230.0125547242864,429.2508407147765,-392.97489410348095,-24.115678172078503,120.2142582036292,842.3757829593352,-599.0225708115426,347.4144461016247,-166.4388417917115,-62.02739936295006,174.4881452604602,36.5091493773972,-66.65566162225247,-279.12766162759436,170.9958995105599,-394.92557930625014
TN7C,197.44530992694175,25.508868302854967,182.01880855741368,374.5837996513069,1184.8818714405627,-523.7796948073668,403.46234241506255,-232.99587086424512,553.0178765110226,-225.46885165262006,521.846670041993,-420.7604797891386,10.731347556100024,91.51396334239976,876.8721523470381,-698.0889300910708,295.068602923616,-83.01315184599181,-55.738068380038726,156.05923902459205,107.51473514305556,-101.07217033693874,-345.4885709080764,232.53113548875396,-484.06176717290367
TN8A,250.41673064506915,20.9346578484082,158.30797989348085,418.23710306638446,1254.6396415986856,-435.55890660574863,352.5242669547005,-211.24666811763532,542.9922200868763,-176.68682052118223,481.1371598953528,-419.9846026702002,20.735332090448445,90.01861933200962,673.7596470138817,-404.4580375056139,249.78614682540032,300.3651295629082,-49.2406953056181,101.7176076697186,161.57616547217617,-172.9304551059498,-393.1486728882953,260.3315872627647,-235.54016641850305
TN8B,230.58951436354315,19.532588266205703,155.35794376776383,420.5163498374838,1182.6372556654667,-454.0179885904355,319.97087131079064,-188.59425620431654,599.7051016407224,-175.9148715979943,546.0566445552244,-500.42980457052903,2.458971655087254,88.80519750464758,653.2741278528467,-464.618916230361,20.813442234950898,208.33290284831648,-35.86684191901484,80.64305186550482,181.7024122324677,-195.38000418901518,-371.1515612175347,277.98254836099045,-278.9775492929121
TN8C,174.0207526697829,25.234317053442073,158.53123829804852,332.3152727300039,1101.7113826567377,-407.24117797883696,332.8548558856695,-142.21118272016145,559.9162072045177,-195.9849319266888,475.65586612672286,-405.9445648396359,-7.905170998662842,90.14178865484067,734.9761189710857,-521.3597932202939,418.22430148537853,2.0186054908907347,-55.253105693673795,107.70567088165599,124.42673001956847,-130.4936488380047,-305.7098974619383,174.2213671150454,-317.5902553248313
TN9A,306.8927224926892,-11.723810589618386,138.46561186790575,297.6550255881406,956.7878797365146,-368.4358363552342,265.7706559376511,-65.52351727690905,561.7660412612519,-192.13270097177892,445.33150184560003,-432.7169463985813,-31.26208899047966,121.3370272381057,722.9645277679061,-473.025262692068,445.8888862202762,-58.863675022708975,-62.430367642787935,120.4211215306923,87.08562614302897,-106.82580702015426,-270.7140235445531,144.50516654494564,-261.0771271500511
