,SVD_1,SVD_2,SVD_3,SVD_4,SVD_5,SVD_6,SVD_7,SVD_8,SVD_9,SVD_10,SVD_11,SVD_12,SVD_13,SVD_14,SVD_15,SVD_16,SVD_17,SVD_18,SVD_19,SVD_20,SVD_21,SVD_22,SVD_23,SVD_24,SVD_25
BJ1,1327.2622399038898,-340.08374811069643,32.58355168488333,-132.8158893864543,434.227740129357,-253.33982716891907,248.05918657611969,939.2513700729838,-385.2887175136912,958.3970187325036,-447.64317537267885,-456.3271633841065,275.58451014565827,-931.7725709570464,38.59444146914323,-237.43295816214894,80.11292144583335,71.62074338158538,-359.4126676289288,387.59831304203584,171.10330668951485,-281.20634774372144,-189.28245042727542,-764.9967179221615,403.80850709952296
BJ2,436.3407275447484,-80.47321083857138,100.57152491982424,46.58081695927224,689.7906346175765,-353.57230462604116,433.5732593353664,1318.811338243819,-3.707198136223931,1525.4368686292266,-2056.6591120619755,-1079.4341851118852,110.5793189515886,534.3991735815474,-352.12090070664163,-240.11919941241732,245.15186926988557,19.214097362320526,782.0277489252417,-1214.9175689818337,-1134.050352406638,-157.31423139396748,156.0577477968717,727.9601379468712,-699.6430887506752
BJ3,404.63762896687854,-64.06987968652541,68.26589788903692,36.143465257183365,506.2956749277633,-179.36449065874388,285.02687382750446,813.3906572027292,20.146395934059466,736.1780685842442,-1152.3045119932701,-505.43836243211814,40.43718075365328,255.78690381273506,-169.10424848621153,-134.38279436127291,147.68067433445404,45.4777571011366,181.61705643608198,-397.82131844008103,-274.8815616600519,-100.67904085332779,123.59945976811926,196.32023900961184,-166.86207105422775
BJ4,234.67881806423568,-27.723164049226302,86.68390538691055,68.42457632726281,562.8852878403502,-249.69324824897043,346.55394646537206,926.3001511935855,41.16794611737038,1078.9765256432408,-1572.2265445265023,-775.2691618088013,48.140814015566185,505.95277413065355,-313.90580597799135,-126.39829896841236,244.9231359840758,9.209611510722338,685.2284229155517,-1005.4416021920442,-925.4745162539718,-104.63861447509001,172.05817967075785,653.5493121574867,-500.64192804610127
BJ5,262.6379857546419,-24.72934638383524,109.35094152903295,87.63700321222251,729.3270266463326,-334.36722001598065,443.59495682125754,1248.6843749953446,96.34439494650442,1407.3760292349623,-2042.3715769601627,-1030.4686590339084,74.86797850227342,672.6186956860616,-414.2853984653283,-181.16605349259822,291.2264997894412,2.810398267280297,997.4827851716012,-1361.7765948058468,-1253.9231454082953,-136.58445187950542,228.81340582672155,885.111982975525,-746.0159393269695
BJ6,682.1464894507925,-156.8893860282921,61.10207426573218,1.4617893005824283,492.0996981169613,-242.5545964831378,253.0995261603737,805.0201674899928,-33.98363664166897,877.5030146388385,-1117.7238745588347,-599.629834820068,82.22643979143822,93.50926211314159,-229.61484423269695,-207.49926670813346,179.82215592418763,86.28083376288126,238.39267311637687,-385.1216601828798,-356.51463646243866,-262.6582848333661,94.75525276127422,-138.06014458824419,-209.3482179173757
BJ7,41.36505461398189,-7.766896854283596,6.84324518566785,2.835485810285219,50.07910925702988,-16.58612328420622,26.744380121249318,71.62597718290004,4.7441599298655595,67.96019978485889,-122.29490692325679,-48.96791847291439,0.3059937566278487,33.91905871858555,-14.70401574036191,-16.277093169163106,22.38581418652512,4.233075184212262,-6.020574054373701,-18.179521872610103,-2.0974127773859776,-10.43771358673618,11.685546013422835,-4.790549002837844,6.3879589490021935
BJ8,745.9397569892518,-148.51223915024872,58.93668884958917,-4.326132099281831,492.66834364684314,-189.7755577577447,247.27251715725856,1010.1297854310099,91.09370712629956,782.4232765138786,-1400.1244402515379,-647.7420476059959,65.15602197333037,269.98062161000234,-158.60554798966575,-446.0833283400944,78.91689942563104,154.72006689901846,-275.02697702000563,-20.93622172189208,484.75661368767067,126.73677357087601,535.1929541337167,124.35460374584372,-81.18700873481963
BJ9,919.8987687892651,-197.49096537471468,51.869643045573106,-16.77379823921508,484.4821465660327,-223.75392336918483,249.69516259941705,891.3458800825958,161.6513336450336,721.7693786068575,-1237.0592207965333,-537.7965783611155,52.384264399787256,188.20197345846663,-206.26329752222424,-391.16183001842137,46.58732444672121,107.40824733078735,-168.3855987827854,-96.46613050566769,228.1813554923516,-127.13004298119736,310.28425111529566,-151.1061782682305,-93.71422256591333
BJ10,2263.424439941994,-606.5223918887799,3.810434262927787,-241.38567688454114,322.0983163981915,-242.62893321109496,159.3257543189942,750.5240965882981,11.828184070397235,701.8363253427901,-739.4515386004798,-406.67808417322505,88.07556375305181,-321.4043610829458,-217.2679021475646,-492.6508228116739,107.1395274349798,176.24555635770545,-344.8487494908938,257.3617178367148,201.86769089896057,-366.31604492133124,-95.48386327678205,-799.2356278091662,217.06809694365828
BJ11,1763.200221296098,-470.5875386366973,2.5677319188558467,-168.2213457673272,228.8373135831936,-193.39335011614205,101.64313170070858,492.01857540710813,62.97890407799012,612.629270120442,-609.812870007443,-335.83799517034254,62.74220801378244,-204.6573059350994,-160.4491870744972,-361.6398799704837,92.52877234055306,135.03872965522294,-240.1496660346762,156.66726354000483,120.78538448645517,-292.7251727054442,-41.75064455704579,-602.1745930709354,160.1277135945929
BJ12,494.74290228850583,-102.37376875993539,27.897940618007567,-6.2869197951572575,294.7150653040985,-126.84871295930799,153.05780802641044,662.2086720623973,113.32299773314757,502.8839396010779,-983.775629326605,-448.1561636061877,28.865366506498713,254.2856765810267,-83.52818238081778,-242.98890673408226,30.38092486147693,75.97372078777788,-92.23595706744307,-73.01527193897304,51.214090445006065,-75.68761223275948,56.00123489627617,-87.51811335126732,-107.72456539873303
BJ13,1745.646727158132,-453.96666076662274,15.572860124494026,-167.10594425103488,317.3053320068681,-254.52769979306626,173.39350146563189,657.1971062229909,144.38707012079837,677.3459995883902,-1025.1163522429856,-460.51444447182206,31.063850706994575,45.74568003803863,-216.29666800150113,-408.0379263959634,48.79706362957667,96.35450137089802,-312.0378932467812,165.07440245216094,209.8679619852671,-315.4566227129453,-33.537309168038995,-671.7327212826661,78.71428212380174
BJ14,1260.0718672309781,-288.63668584856026,27.7167758375349,-73.73849233192318,404.1797803056563,-187.74953059274904,184.76385701212155,861.9584658283331,258.31293630419157,505.74504876692276,-1177.7932479372923,-442.8122558914439,11.662811834639681,231.27107707569053,-134.99672304733926,-367.26266082716353,7.930032139882159,96.12271374664986,-365.0274640285007,209.03065926765532,305.10178128652876,-255.1523683250631,-16.48604749711838,-591.3924511245207,97.44293029905775
BJ15,1786.1662543941238,-457.087042794344,10.724076686170381,-159.0725759650561,264.5991165128027,-236.74957340052012,127.01526153146521,420.88119367659067,230.87155523594035,518.6974036339438,-850.0994834637341,-302.15095812068233,-7.261108317280342,40.933741340672746,-270.17261874268337,-390.91076321501373,31.3158034108029,87.21321582848859,-324.6809007890582,223.64039361144242,220.13881110832932,-346.80925208956876,-12.205075658140224,-741.1248350069636,121.88656473208046
BJ16,2444.170256220543,-663.6047273837332,-21.363052710354857,-276.70331674511993,137.21959814551352,-217.81075014089268,84.36862503007292,423.1081667544637,244.25789606178338,639.3541688297507,-933.8401701511374,-403.21455185028765,4.188736244735608,88.68323870545917,-283.5159071178753,-555.8816826595827,63.007655751296156,176.9569150354523,-307.8376716526091,183.84833842002118,215.96604777138288,-232.37260025273196,0.20023484970449204,-549.8568180751378,57.16798894212501
BJ17,944.3791750253722,-199.68287018662733,29.71799020685723,-50.1890627934078,452.12791846512505,-134.70761280115437,234.7584258890856,1164.627035591893,250.59068829849323,569.8510535352839,-1807.1641820306738,-633.7693474114742,-22.110001236331687,633.9272720324338,-8.533226715556845,-436.7942616514514,5.334257801229939,132.91918332705328,-453.80105855091773,230.92390601498136,459.01071230143975,2.036462952379998,17.768008886762267,-293.1380513806385,4.582882871890086
BJ18,1612.2988310754442,-415.2078870408983,-7.06969189369114,-155.77287538136997,217.3515580038386,-133.44973524588858,113.87512418017876,605.4512673613382,299.1224781203107,413.8787339676611,-1253.4466126294808,-435.7588114099264,-71.50205260631944,519.5355198824548,-135.66814088048125,-377.28606206212567,40.964411579408925,124.13598697051783,-229.67172990309126,83.59638156084362,91.92616020408428,-199.73073987721713,-135.18087114932896,-419.1977664298573,-11.008269682928832
BJ19,1467.436520424769,-362.0572710047237,9.300044451293244,-121.94193812114248,301.9210147657765,-169.17005575945484,149.39537907893143,851.7209407634647,293.92303240238886,671.5947918093368,-1684.722899392213,-654.5776543472009,-12.337478691105513,531.7531806496277,-54.06289738756635,-573.745161426103,18.809935390959545,180.52970354815486,-628.8674244425405,402.6459576253364,708.7755371893609,3.170513287592011,142.20643334985223,-491.3026729219535,102.33211158106826
BJ20,1249.9538706992876,-283.39823839398576,9.706154657741413,-99.28989166833203,326.9433162936872,-135.084649537938,159.65103103615715,907.626615562723,243.7773991927137,493.1978049812893,-1476.8313182291813,-517.6822807776125,-9.421560796898987,437.17387876762086,8.743561123873972,-457.893668748264,-10.158450870826098,127.38626593377772,-617.5674298304839,462.0958203790899,641.6469598099512,-52.03623805688741,-5.726707504205779,-564.0182602773058,180.0047105160769
BJ21,981.9477194386106,-235.31702160463843,25.116222172197702,-52.48905589121061,306.2679508862604,-183.04489985836076,171.99101154135758,730.5220887761229,213.13829726527217,730.9651977098825,-1327.9203770400914,-591.9801370488494,25.73567562000038,397.0023613522051,-216.14391318503687,-370.77262033501023,76.23306258335155,88.7003749751936,28.43070192495121,-247.1565035237457,-106.10624475337941,-37.208979862423355,134.07934696595245,42.17322116821958,-223.32776944385674
BJ22,706.1264901663795,-126.34113998654581,47.43520475184978,5.967929515563308,458.5203754665656,-205.20831566483804,246.81043755664456,1056.5836697233335,276.89979803936484,857.8136835709183,-1790.6834957014394,-765.8328236785924,23.24891356254011,638.7646562407987,-221.04573774574476,-407.8421016759857,81.67045199075143,93.48210983037883,57.51265170871401,-362.91018116466165,-83.2939587205175,54.26336469400391,273.45301204214314,220.91483956013965,-363.85373028940296
BJ23,1725.6861841755067,-447.40433290888456,9.47311441567347,-231.70545511804386,367.4119809061716,-189.77316815665478,233.69914337557515,1167.6250101684163,-75.72923873814086,628.2300749161626,-1167.5637208376795,-574.4423256918263,109.07318504373418,-54.25013453636174,-361.2448061801165,-714.2806906301698,84.23882848476553,250.09155918482,-246.72703119205624,123.66558413710865,182.13571300737834,-65.24639024710314,26.264585883484717,-248.87321941735394,-120.07871886033611
BJ24,1233.3140065901098,-309.8858787332463,11.040957396268132,-131.03581067285046,304.96503059644897,-138.1259394985303,165.47966809895817,851.2612651148922,202.72998328158494,451.7306857166741,-1439.6652029854833,-535.9318758826538,-59.52008539791423,624.4221565429215,-115.24469072969171,-359.7749277446535,61.89837810587817,89.74070252856937,-129.5539013151556,-10.31107220834703,-61.4350947197624,-166.54575688497098,-211.38216621415512,-281.9669294955428,-110.23893535660568
BJ25,1204.1378357295455,-276.77889435855366,20.574773495998517,-122.92417133199088,456.70741319981926,-144.70744614643363,224.56014467084995,1295.2077292253578,201.27908832169012,425.8179084446627,-1854.0793912047523,-666.041154707678,-46.49509769943286,705.2133497503822,-112.65463934565692,-527.8547684561588,53.62479440316809,163.42449526886188,-379.09376028817854,243.36966581078,161.6785866470606,-206.6244586727356,-298.25829077546916,-562.2203093276198,59.11384862758171
BJ26,3692.6007158209877,-1020.9875619272626,-66.15406481787997,-600.6471463703963,146.45463349039665,-127.58095881543699,121.04841568403945,1019.4475474273229,19.050392127792524,10.997799689527806,-899.9451264886288,-205.1771347198017,-44.66098628827897,56.338733816617555,-422.7475459602276,-964.469923124856,88.07119580234756,337.14559096905754,-657.6387365010844,709.8651036127803,471.83246618419685,-230.13871838816064,-452.7492924669055,-917.9589516831913,411.81283174596894
BJ27,1471.743587885794,-339.42717812691467,-5.488703866571815,-174.74213040990657,375.97503197011656,-60.73296247112457,145.98425092939,1214.012579990665,254.89944667396523,-16.47698657857592,-1581.239040900871,-381.15601516595336,-133.77967283342844,738.4105635882113,86.2525626557393,-445.3451688774858,-14.670155073147116,144.2022985451977,-764.055816703226,749.745441946896,544.1043795101053,-318.38731847649484,-565.6925861383146,-1071.6819394440727,468.95263781392697
BJ28,1701.7899645300665,-420.02761117301003,-8.49035200092794,-227.30204812098341,357.7022050219256,-101.77910329402316,171.7460300476182,1203.1069406783301,126.04021643845525,207.15405528612882,-1444.5291475872236,-437.8501800363912,-47.380805124320936,419.420873799177,-42.51061804314348,-568.2873698123348,-1.0621635836866825,192.34665617880827,-738.2073531458278,701.7381120010775,558.5410742337377,-272.37935985603593,-452.2264160568475,-984.8083677215743,352.25488515225294
BJ29,68.56317226730168,3.698044004927857,31.56274291239581,5.310423717936276,85.51409678002311,-24.366818702049965,28.277850072883915,196.03482557641937,75.26422202852562,146.21151638822084,-447.4607207435808,-211.93671643739637,13.83496335612403,190.4879809873852,-21.361298085783996,-405.3274701248658,13.149631443592028,112.13053063822822,-453.88547447870354,287.00978207012304,1166.2327603991337,736.1786040661733,1140.6198518127155,683.8134081370434,132.7266740589931
BJ30,213.32184953737678,320.197223354872,300.02482728953174,369.3192290231023,321.11672499373077,-60.346789802282686,15.883265328535124,393.032751630385,1194.4528656082193,152.3253332693855,629.335865437568,-531.8400736066968,-18.13642484375115,30.874005497066932,-645.4231151143636,397.1846108902487,-42.14326174392544,-23.48063987863497,-111.98127000278467,331.17022560781226,-165.35119431188747,585.665554741663,-203.8683506983573,-4.536404641515673,-69.06555261170715
BJ31,1055.9457065992997,-209.18970549736588,14.625636721430956,-84.34581313286024,451.53178183301236,-93.7952263954963,195.5614333861333,1286.3343131898189,213.9651033132731,258.503790660093,-1464.9472493920416,-438.76723112255155,-28.57195480386311,424.85041954421223,33.71502544926282,-433.69827885821354,-35.44634429233843,151.01185963620995,-686.6509579381765,611.5795805527594,585.0112790692203,-217.81388252295926,-298.98987840595714,-828.8398377323705,329.1157980656657
BJ32,3533.091705845518,-991.1955494002564,-50.0844449943498,-596.9486027908567,226.87451637202344,-205.07166818816674,224.32579002072347,1251.3528301758788,-384.3740128827068,360.8851107924819,-337.17325982670485,-264.6782114247564,179.7141596265481,-867.8515970482599,-505.20041229691213,-942.855475836624,81.52618569975107,324.9648910561522,-507.5083342115659,642.8648399107641,324.78832396179934,-239.39394687844626,-389.2759027328847,-833.747763454357,326.80735853013874
BJ33,1967.865388436131,-511.30542737551684,-8.777421373883861,-273.23029638001515,345.6676521681201,-175.83678271253618,209.77060753825694,1220.401404001365,-70.3547347444748,528.9676089827316,-1191.1438527803145,-533.2883124172167,82.92191873166806,-59.19416973553437,-111.47382710232355,-569.672566413736,11.730411582923207,187.78203034317,-639.9187403259755,592.1942020101575,455.2054221565457,-306.31501390211724,-356.2735974424303,-943.7800148012242,261.82270314260967
BJ34,4050.827641403494,-1160.5373880030693,-73.40850054050543,-679.3101838911971,64.2314381380826,-209.25486778278056,163.76145116664586,853.0452829046749,-364.5713406844902,498.983980042157,-269.63580755264286,-285.2898635624166,212.21530382953463,-983.0373714468508,-777.3194658933317,-1135.6714807030742,118.41722213743166,456.7810851999444,-348.74672556000166,491.4096786090464,279.9426661193116,-219.1573583035651,-180.20114455276644,-666.3691979520479,132.57526165248163
BJ35,950.1968047369324,-173.8366292830939,26.763965478946204,-50.23517139610767,531.6417376763202,-103.91747561298097,252.14115884999933,1338.4684875758244,238.47858890790917,305.6834728492366,-1611.414134291839,-491.3826379233226,-63.17864678055992,618.5795933077571,94.66714522707355,-297.27594100279657,-27.684058965701066,89.90288734202635,-471.81802061774306,355.01449658398155,313.4509644304155,-228.64709621397677,-313.1497081612197,-593.1651421887915,176.98871911435566
BJ36,861.9866495909588,-159.08036740881758,31.968376458631933,-30.28666236296978,480.93958981615964,-159.87782595555998,252.45078002561922,1147.613434880456,153.3001810837969,614.5025240023621,-1358.3623836255454,-566.968343695016,36.25245747329578,275.22555712904165,-26.139733305346404,-271.45349248573126,-8.583709958114836,81.5404690222336,-289.3178179456762,116.33666100277243,188.65718168724658,-200.95332168221947,-73.59582460896908,-398.17741244792893,5.922298187606404
BJ37,707.8223313545182,-129.66237073522313,37.612243784501445,-17.319445493148834,472.3273360816807,-170.06110104105275,247.80507806083833,1104.9737733844872,96.20146944009323,640.4673207324707,-1353.819303020676,-556.6838899549311,41.5082868749835,293.10801132050045,-1.6310301834106167,-237.339438002549,-0.9041555125348061,57.86221360246401,-240.28983313301626,55.57177653518762,153.5160417463944,-168.1470627123647,-35.52433156084824,-299.9772878600447,-58.1347524631382
BJ38,1374.5747885051169,-329.50421054164485,28.349959026126065,-131.82649916302427,500.1949265041112,-235.63576932183693,297.7648419549354,1275.663416346719,-46.47436470971633,860.4696946032154,-1424.5948942926104,-674.4077476819293,113.14683513076791,65.34523003171067,10.269990410022542,-267.3245588101362,5.271321185080748,57.50275114840071,-283.7603714519719,115.08723238544482,102.79820559991805,-264.921378835881,-204.4675382385455,-468.39646299406655,12.700973763490628
BJ39,1116.3065520657524,-247.121644347226,46.364654846385406,-57.53702361352447,569.1275459088781,-250.80071086989315,321.77638573430056,1238.5526234018503,103.28276324365751,960.8149247638129,-1693.0255777304076,-701.7514590800641,51.027814285532195,330.58671031791476,-64.81514295864322,-316.36133382579754,35.76248050869774,61.709895029607694,-98.3619702378908,-143.6152051014902,-113.98132943532636,-245.64705335351562,-122.43627422437156,-243.90294968259576,-109.28014425185832
BJ40,657.1771160155162,-110.9762141114336,75.1766809728634,34.28314186222769,666.324603450304,-283.196445885432,385.7912736186283,1326.4620168186864,95.42850037848972,1193.605332287533,-1910.2348924185349,-832.0858516151935,55.4150454775085,484.6822682435044,-129.77408500362904,-252.75815990533343,64.27050531035027,34.92219918159492,177.34988854550537,-525.7200426337397,-348.00391514756274,-150.25567468889471,80.37837859865694,244.5163130751703,-412.1595089493837
BJ41,811.7377681617037,-163.37834481085014,58.69747824775354,-28.662235256557114,584.9605295330654,-252.39946826463557,341.3520247382478,1301.6659960531376,53.81945989291559,995.1897519587717,-1758.0464793850094,-764.8536492180615,47.228833425770055,473.4180916059684,-62.092282386602456,-228.95490305927933,60.5273855045823,14.140088133688838,46.459333966513746,-335.590101675684,-235.27875922421907,-177.39021911536446,-30.3547511824195,10.774110408230994,-274.5518290971526
BJ42,947.8059387147053,-206.0681728059201,49.273416564693804,-66.65830901419136,560.0479312802192,-261.02345863205585,330.86220536530095,1369.7567191776773,-35.77666303893329,925.6287573263766,-1679.0217963383036,-822.573439025698,102.1546039896503,333.8638621636874,34.5271764617482,-160.31469633847357,45.11648175260819,-0.16950362464872423,-96.8580820710509,-167.65224189806014,-110.14106990702635,-240.4039712805624,-86.23554911651927,-296.13200975874497,-143.6297292835003
BJ43,710.2400980815248,-134.41407462471344,61.85196050204692,0.5869135467200501,568.0021986303512,-248.16493370871098,310.957465155402,1179.0059794853914,67.55386978178758,975.1978460110314,-1580.152732002739,-716.7308299208772,52.58362940658426,385.38712603206363,-96.47846873410187,-228.88319366961812,68.56210006244139,37.16074304001152,64.44689998660698,-351.6347181123124,-239.43242078260047,-237.7118540303657,19.02549374943711,-44.85957129676235,-262.00895951400935
BJ44,800.5742757103495,-160.45426160162148,58.70391403938654,-39.171244754908244,601.3723032000811,-250.682474301506,338.543416285865,1364.6599386167727,23.973600738233948,961.2676028836436,-1730.7735464135703,-757.2625471209032,53.010393114954624,432.15994223188443,-47.68937693478571,-245.78429721201817,66.16070264780315,23.549879712650476,-6.342620961267232,-257.1259018684259,-230.2170518827717,-260.2372187313028,-131.32754007575386,-169.18270977189343,-186.75591433503965
BJ45,4939.587563060536,-1441.695781677327,-57.807863265597504,-793.4785008184239,164.68380666687375,-527.6928833655182,337.06684767041986,749.2789246333105,-907.164513079124,1621.6044529137664,511.26417909020347,-377.47354903787493,591.4938288282672,-2590.714383434086,-257.5132514888636,-761.872349282609,47.930076043180115,139.12765421115702,-399.7221149040821,700.0738526147499,161.43603769815587,-222.34444329333382,-390.2178377697324,-872.8152759731776,699.0836538150769
BJ46,4812.303698722877,-1402.4648568817834,-55.59689349223381,-734.6159226146876,152.759944101877,-512.7271310131041,296.90006105964045,514.5465519271521,-686.0738135404165,1400.6390700474624,270.8520084366071,-346.2499352383172,458.81348403581364,-1996.0832229078662,-277.5496341710778,-703.3502838049145,40.78835501739309,198.74813917749663,-324.1605569846043,545.2804526865074,119.92116448917403,-224.17125849696032,-352.4994382529871,-733.3535352084336,505.01424452014544
BJ47,841.435929660382,-155.90637038397253,52.84238965438529,-53.29144241425018,561.3411591519014,-167.50145990394643,314.6142533368497,1354.7712479487388,12.849749725269282,684.8013037106476,-1484.0885982710995,-649.8250765427242,52.74669684003226,406.90635054882546,132.63641981551373,-111.10716570212281,3.972131797336876,-25.08318701243504,-152.01956042882898,-39.73932305198336,45.33976947900802,-37.901452741575234,-41.85643705982143,5.07514294765019,-156.75463293399275
BJ48,399.35773419972645,-41.31920081210046,143.52339538178705,95.49211128872766,790.9679051797239,-388.65569824313866,480.26551751426814,1608.7837267183097,118.37463745078682,1635.2718206954264,-2295.3222508390013,-1321.2382641462884,87.40304747884893,787.4755802793493,-414.30897347431534,-173.62501885640125,225.23584116923084,-14.669606423364526,968.6452167740715,-1410.250957723217,-1378.3864563030356,-33.72311642443619,167.0131251561358,1086.383837578404,-946.3874175103094
BJ49,374.7776193691543,-25.911316200507656,183.46105992072236,139.5039559162743,957.9297565649072,-479.536176424122,590.3252747157923,1865.7712068811895,169.1044448821168,2047.3462623081557,-2830.9416874807825,-1620.1656552683478,102.14298316501707,999.0467986324765,-612.6280574680839,-190.66976224183793,317.8541011978375,-12.22778456292767,1449.4297366139162,-2023.55716413872,-2035.58482366385,-27.994331369875944,245.48450406243023,1546.8182611618504,-1219.7628267278847
BJ50,99.22128056270027,-10.244278819216342,34.81619078613034,23.250470365557,230.31560055686197,-114.9125366657284,145.9807344545712,514.8226068925976,44.03106958721153,612.7254783527968,-1143.435021613077,-672.2741832591579,41.32496560225856,517.7842787403436,-270.99374564170205,-186.19170896914466,463.29217887653465,-196.97392921220873,11366.235360886636,4684.0086155174295,2850.504363902129,135.57894250621095,-83.44331472978511,-685.06075295751,413.96928939736665
BJ51,344.403957172132,-40.93690564983878,116.25506345195076,67.2742897421879,769.1301547311039,-372.82475816962653,493.38171035416605,1561.1970686659906,67.36187696860823,1601.728688712652,-2397.8521529921454,-1262.0231575510463,90.04671891515196,843.4235292738392,-390.87460319767945,-189.35172699771974,246.4662442428,-24.639046119046036,1106.6929159471458,-1581.4099903350211,-1541.2906939251425,-66.21032990173353,170.28847460051108,1146.5878732721599,-1002.8157340607208
BJ52,846.7372774504902,-148.5318478305678,66.61151031724441,-64.88002509118394,650.016915177357,-201.69258915095696,378.32927286941987,1586.389707456081,-48.670502603313494,616.5533229247601,-1561.3752582054808,-714.9551272530107,53.60130421881285,563.2168885512463,182.74524522484904,65.66976071596964,43.85586767508517,-100.38963987903136,109.41286017284533,-332.78273854576037,-325.0298109065013,-79.17612278931618,-80.92701357566688,147.72518882074124,-229.67564934754375
BJ53,513.2531020846983,-2.8568115832281027,353.88714507611803,171.3850951692093,566.7267537115624,-183.50116717800486,199.9242914943902,1090.881384006782,545.4276604892602,589.1749009246422,-896.732496791038,-761.0991710905373,-16.062676750324684,430.79340798538186,-283.7767536176012,68.83404543025533,19.31859552092201,5.372109112720527,87.3699430881345,-183.7136080499874,-318.53017150959494,153.26008976182192,-116.78738884305857,225.6981753705593,-165.0400901642452
BJ54,545.255357816132,-38.03757191771089,129.83679625417835,65.97308514828907,558.1438986646692,-127.9836995023233,248.7006220990129,1213.2565432814436,331.8077972912699,356.9034459147033,-1202.317242131984,-632.8227709821762,-23.968763274685642,624.7104531585893,-5.428479212855507,54.168819375633,9.193537432225531,-30.717470828039637,6.125206243891727,-117.19114641684395,-204.87760545979089,55.631366941124426,-125.07345489367859,95.11707712771326,-158.75709361326545
BJ55,618.6445811440176,-75.70138163435654,156.632762533634,118.02717216526266,402.8637348249482,-149.30443862686718,116.56695534518369,829.7529337427346,423.760366530333,384.53083751711546,-608.5724902696239,-518.6047405800247,-22.229814410453194,248.41428272041682,-154.41196233077542,26.69317716443919,-15.070610637920213,-18.48703150457099,-74.38885489425928,-2.7339056474258823,-36.73512830645674,-1.6967356725241518,-85.48467680677608,-80.94321938704329,-29.334811779907813
BJ56,695.5147818229142,-103.94116077663803,48.27128742085306,-51.23892243901429,546.0223641471774,-110.27053573458254,298.07276081827007,1457.7169161829001,10.238422223017599,-105.23314735220839,-1064.4944305163972,-548.461587507832,21.35020939989868,663.1593495880469,289.25179012764727,356.69230523586606,-16.807073337005697,-151.90434309343797,108.54229153441106,-308.1584737744138,-133.62441278078256,44.629772096339,129.86925845180744,167.89431880868972,-225.4192494444172
BJ57,851.1497224881539,-128.02521371217398,45.502779434556714,-66.35514732585821,575.3506710702746,-79.85053207486564,292.396657898903,1555.8127539624727,54.4564191822855,-221.11842946046477,-1053.8613923045136,-483.1060910353786,-11.423085686700654,631.1031682711124,257.85924125675683,226.54263372872956,-22.49186625954344,-91.03410583136206,-98.87938288030428,-6.36945267721912,-4.845324191585689,0.7166079387010809,-64.68404871827296,-69.4197987408673,4.324638932986365
BJ58,316.26645011160116,103.77111905173669,282.1422384287633,489.3615312186711,432.05015444426476,-142.27570547739353,-76.16816280320269,623.1603353348615,1112.5480664434062,177.85138879865565,264.4936757637027,-583.4927707285905,-68.09925235068935,181.70326450910915,-584.0460905551383,350.37426435629527,-105.9227828328647,-7.984780834797206,-157.36097512358717,319.677176846969,-105.95971081293473,419.0584805656775,-352.63348488696505,9.380202989074112,100.57714836201085
BJ59,365.897642176471,63.842993280275735,201.6704811220249,265.91633626025856,429.153861720768,-118.54835975146365,24.783403161597093,762.4599778064194,891.5805675024457,213.71050351530135,-243.29044034177141,-533.8080996760759,-71.12474052072895,326.19574901638464,-420.62239289892085,228.902507415033,-99.32816229386827,1.7502537166388605,-165.22683767925113,279.9699457464296,-108.37064095865443,373.88499554702486,-270.5125576565589,-59.06396883554768,23.235949417926072
BJ60,502.5756642082117,-63.236776428366504,53.866258126893236,6.383013937936077,441.9170525984344,-106.90719488567238,221.30803060359972,1074.2161256603022,191.261701559903,412.60640829700884,-1291.4738142198566,-520.6648085307792,-28.55320092312738,560.7446971482933,28.08748114119864,-126.14359907667047,18.290868576490773,-0.833448194990669,-84.48127660071106,-35.83339623309561,-39.035455852036336,1.550298413601239,-72.67791987123968,21.91533702735115,-144.20783656808345
BJ61,423.9926277544739,-28.92004890964493,60.89007315621916,57.526070894937135,398.3852737352222,-75.35338933499335,148.9698326822542,933.3787595292765,352.2115092349627,221.6241614059316,-998.7954628668398,-430.48591947580496,-43.1920941811884,514.6311262550252,-0.6531808147960075,-87.64716246019536,-35.79317765391204,16.757639964304687,-239.91477369644306,189.57123345454528,166.04145305412385,75.63127970375616,-130.0685916555385,-111.16359783914729,-35.562047821517076
BJ62,592.5732446223346,-69.06558901792626,45.15867678478244,2.1500845504659565,439.1606331265976,-49.596692035031076,171.26882004790875,1103.6468616163254,337.4274680048988,128.03819728555598,-1283.0946351396,-414.98178821552,-86.76055076704269,659.6013450900501,63.28943663842168,-185.34913237892454,-37.33656937592381,42.3700469785606,-430.5168961107633,388.3878828441457,341.27003565175187,52.23285097011334,-182.09832972686866,-299.9608190506936,121.86654172472488
BJ63,345.17803929582317,60.50821783332874,172.32911756312174,235.65334379869412,410.600023444293,-117.16468910168574,25.716511907694453,708.6454858039463,932.5454720001298,213.55841580785395,-118.43641910091291,-566.8973870761284,-39.53786443830955,291.8068050738154,-439.9638962343606,220.4192861909609,-110.99794359676538,12.466153831540431,-271.09806034187216,369.3258742038383,81.75723234192331,494.81012926598453,-202.2265904833821,-131.99764970644583,67.74111175550907
